Driver,Kart,Tires,Glider,Weight,Acceleration,On-Road Traction,Off-Road Traction,Mini Turbo,Ground Speed,Water Speed,Anti-Gravity Speed,Air Speed,Ground Handling,Water Handling,Anti-Gravity Handling,Air Handling
"Koopa Troopa  , Lakitu    , Bowser Jr  ","Circuit Special, B Dasher, P-Wing","Metal, Gold Tires","Wario Wing, Plane Glider, Gold Glider",3.5,2.25,2.5,2.75,2.25,3.75,2.25,2.75,2.75,3.75,3.75,3.5,3
"Koopa Troopa  , Lakitu    , Bowser Jr  ","Circuit Special, B Dasher, P-Wing","Monster, Hot Monster","Cloud Glider, Parachute, Flower Glider, Paper Glider",3,3,2.75,4.25,3,3,2.25,3,2.25,3.25,3.25,3.5,3.5
"Koopa Troopa  , Lakitu    , Bowser Jr  ","Circuit Special, B Dasher, P-Wing","Monster, Hot Monster","Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",3.25,3,3,4,3,3,2,3,2.25,3.25,3.5,3.25,3.5
"Koopa Troopa  , Lakitu    , Bowser Jr  ","Circuit Special, B Dasher, P-Wing","Monster, Hot Monster","Super Glider, Waddle Wing, Hylian Kite",3.25,2.75,2.75,4.25,2.75,3.25,2.25,2.75,2.5,3.25,3.25,3.5,3.25
"Koopa Troopa  , Lakitu    , Bowser Jr  ","Circuit Special, B Dasher, P-Wing","Monster, Hot Monster","Wario Wing, Plane Glider, Gold Glider",3.5,2.75,3,4,2.75,3.25,2,3,2.5,3.25,3.5,3.25,3.25
"Koopa Troopa  , Lakitu    , Bowser Jr  ","Circuit Special, B Dasher, P-Wing","Off-Road, Retro Off-Road, Triforce Tires","Cloud Glider, Parachute, Flower Glider, Paper Glider",2.75,3.25,2.75,4,2.75,3.25,2.75,3,2.25,3.5,3.25,4,3.75
"Koopa Troopa  , Lakitu    , Bowser Jr  ","Circuit Special, B Dasher, P-Wing","Off-Road, Retro Off-Road, Triforce Tires","Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",3,3.25,3,3.75,2.75,3.25,2.5,3,2.25,3.5,3.5,3.75,3.75
"Koopa Troopa  , Lakitu    , Bowser Jr  ","Circuit Special, B Dasher, P-Wing","Off-Road, Retro Off-Road, Triforce Tires","Super Glider, Waddle Wing, Hylian Kite",3,3,2.75,4,2.5,3.5,2.75,2.75,2.5,3.5,3.25,4,3.5
"Koopa Troopa  , Lakitu    , Bowser Jr  ","Circuit Special, B Dasher, P-Wing","Off-Road, Retro Off-Road, Triforce Tires","Wario Wing, Plane Glider, Gold Glider",3.25,3,3,3.75,2.5,3.5,2.5,3,2.5,3.5,3.5,3.75,3.5
"Koopa Troopa  , Lakitu    , Bowser Jr  ","Circuit Special, B Dasher, P-Wing","Roller, Azure Roller","Cloud Glider, Parachute, Flower Glider, Paper Glider",2,4,2,3.5,4,2.5,2.5,2.5,2.75,4.25,4,4.5,4.25
"Koopa Troopa  , Lakitu    , Bowser Jr  ","Circuit Special, B Dasher, P-Wing","Roller, Azure Roller","Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",2.25,4,2.25,3.25,4,2.5,2.25,2.5,2.75,4.25,4.25,4.25,4.25
"Koopa Troopa  , Lakitu    , Bowser Jr  ","Circuit Special, B Dasher, P-Wing","Roller, Azure Roller","Super Glider, Waddle Wing, Hylian Kite",2.25,3.75,2,3.5,3.75,2.75,2.5,2.25,3,4.25,4,4.5,4
"Koopa Troopa  , Lakitu    , Bowser Jr  ","Circuit Special, B Dasher, P-Wing","Roller, Azure Roller","Wario Wing, Plane Glider, Gold Glider",2.5,3.75,2.25,3.25,3.75,2.75,2.25,2.5,3,4.25,4.25,4.25,4
"Koopa Troopa  , Lakitu    , Bowser Jr  ","Circuit Special, B Dasher, P-Wing","Slick, Cyber Slick","Cloud Glider, Parachute, Flower Glider, Paper Glider",2.75,2.75,3,2.5,2.5,3.5,1.75,3.5,2,3.75,3,4,3.5
"Koopa Troopa  , Lakitu    , Bowser Jr  ","Circuit Special, B Dasher, P-Wing","Slick, Cyber Slick","Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",3,2.75,3.25,2.25,2.5,3.5,1.5,3.5,2,3.75,3.25,3.75,3.5
"Koopa Troopa  , Lakitu    , Bowser Jr  ","Circuit Special, B Dasher, P-Wing","Slick, Cyber Slick","Super Glider, Waddle Wing, Hylian Kite",3,2.5,3,2.5,2.25,3.75,1.75,3.25,2.25,3.75,3,4,3.25
"Koopa Troopa  , Lakitu    , Bowser Jr  ","Circuit Special, B Dasher, P-Wing","Slick, Cyber Slick","Wario Wing, Plane Glider, Gold Glider",3.25,2.5,3.25,2.25,2.25,3.75,1.5,3.5,2.25,3.75,3.25,3.75,3.25
"Koopa Troopa  , Lakitu    , Bowser Jr  ","Circuit Special, B Dasher, P-Wing","Slim, Wood, Crimson Slim","Cloud Glider, Parachute, Flower Glider, Paper Glider",2.5,3,3,2.75,3,3.25,2.25,3.5,2.5,4.25,4,4.25,4.25
"Koopa Troopa  , Lakitu    , Bowser Jr  ","Circuit Special, B Dasher, P-Wing","Slim, Wood, Crimson Slim","Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",2.75,3,3.25,2.5,3,3.25,2,3.5,2.5,4.25,4.25,4,4.25
"Koopa Troopa  , Lakitu    , Bowser Jr  ","Circuit Special, B Dasher, P-Wing","Slim, Wood, Crimson Slim","Super Glider, Waddle Wing, Hylian Kite",2.75,2.75,3,2.75,2.75,3.5,2.25,3.25,2.75,4.25,4,4.25,4
"Koopa Troopa  , Lakitu    , Bowser Jr  ","Circuit Special, B Dasher, P-Wing","Slim, Wood, Crimson Slim","Wario Wing, Plane Glider, Gold Glider",3,2.75,3.25,2.5,2.75,3.5,2,3.5,2.75,4.25,4.25,4,4
"Koopa Troopa  , Lakitu    , Bowser Jr  ","Circuit Special, B Dasher, P-Wing","Sponge, Cushion","Cloud Glider, Parachute, Flower Glider, Paper Glider",2.25,3.5,2.5,4,3.5,2.75,2,2.75,3,3.75,3.25,4,4
"Koopa Troopa  , Lakitu    , Bowser Jr  ","Circuit Special, B Dasher, P-Wing","Sponge, Cushion","Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",2.5,3.5,2.75,3.75,3.5,2.75,1.75,2.75,3,3.75,3.5,3.75,4
"Koopa Troopa  , Lakitu    , Bowser Jr  ","Circuit Special, B Dasher, P-Wing","Sponge, Cushion","Super Glider, Waddle Wing, Hylian Kite",2.5,3.25,2.5,4,3.25,3,2,2.5,3.25,3.75,3.25,4,3.75
"Koopa Troopa  , Lakitu    , Bowser Jr  ","Circuit Special, B Dasher, P-Wing","Sponge, Cushion","Wario Wing, Plane Glider, Gold Glider",2.75,3.25,2.75,3.75,3.25,3,1.75,2.75,3.25,3.75,3.5,3.75,3.75
"Koopa Troopa  , Lakitu    , Bowser Jr  ","Circuit Special, B Dasher, P-Wing","Standard, Blue Standard, GLA Tires","Cloud Glider, Parachute, Flower Glider, Paper Glider",2.5,3.5,2.5,3.75,3.25,3,2.5,3,2.75,4,3.75,4.25,4
"Koopa Troopa  , Lakitu    , Bowser Jr  ","Circuit Special, B Dasher, P-Wing","Standard, Blue Standard, GLA Tires","Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",2.75,3.5,2.75,3.5,3.25,3,2.25,3,2.75,4,4,4,4
"Koopa Troopa  , Lakitu    , Bowser Jr  ","Circuit Special, B Dasher, P-Wing","Standard, Blue Standard, GLA Tires","Super Glider, Waddle Wing, Hylian Kite",2.75,3.25,2.5,3.75,3,3.25,2.5,2.75,3,4,3.75,4.25,3.75
"Koopa Troopa  , Lakitu    , Bowser Jr  ","Circuit Special, B Dasher, P-Wing","Standard, Blue Standard, GLA Tires","Wario Wing, Plane Glider, Gold Glider",3,3.25,2.75,3.5,3,3.25,2.25,3,3,4,4,4,3.75
"Koopa Troopa  , Lakitu    , Bowser Jr  ","Landship, Streetle","Button, Leaf Tires","Cloud Glider, Parachute, Flower Glider, Paper Glider",1.25,5,1.5,4.5,5,1.75,3.25,2,2.5,4.75,4.75,4.5,4.5
"Koopa Troopa  , Lakitu    , Bowser Jr  ","Landship, Streetle","Button, Leaf Tires","Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",1.5,5,1.75,4.25,5,1.75,3,2,2.5,4.75,5,4.25,4.5
"Koopa Troopa  , Lakitu    , Bowser Jr  ","Landship, Streetle","Button, Leaf Tires","Super Glider, Waddle Wing, Hylian Kite",1.5,4.75,1.5,4.5,4.75,2,3.25,1.75,2.75,4.75,4.75,4.5,4.25
"Koopa Troopa  , Lakitu    , Bowser Jr  ","Landship, Streetle","Button, Leaf Tires","Wario Wing, Plane Glider, Gold Glider",1.75,4.75,1.75,4.25,4.75,2,3,2,2.75,4.75,5,4.25,4.25
"Koopa Troopa  , Lakitu    , Bowser Jr  ","Landship, Streetle","Metal, Gold Tires","Cloud Glider, Parachute, Flower Glider, Paper Glider",2.25,3.75,1.5,4.25,3.75,2.5,3.5,1.75,2.5,4.5,4.5,3.75,4
"Koopa Troopa  , Lakitu    , Bowser Jr  ","Landship, Streetle","Metal, Gold Tires","Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",2.5,3.75,1.75,4,3.75,2.5,3.25,1.75,2.5,4.5,4.75,3.5,4
"Koopa Troopa  , Lakitu    , Bowser Jr  ","Landship, Streetle","Metal, Gold Tires","Super Glider, Waddle Wing, Hylian Kite",2.5,3.5,1.5,4.25,3.5,2.75,3.5,1.5,2.75,4.5,4.5,3.75,3.75
"Koopa Troopa  , Lakitu    , Bowser Jr  ","Landship, Streetle","Metal, Gold Tires","Wario Wing, Plane Glider, Gold Glider",2.75,3.5,1.75,4,3.5,2.75,3.25,1.75,2.75,4.5,4.75,3.5,3.75
"Koopa Troopa  , Lakitu    , Bowser Jr  ","Landship, Streetle","Monster, Hot Monster","Cloud Glider, Parachute, Flower Glider, Paper Glider",2.25,4.25,2,5.5,4.25,2,3.25,2,2.25,4,4.25,3.5,4.25
"Koopa Troopa  , Lakitu    , Bowser Jr  ","Landship, Streetle","Monster, Hot Monster","Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",2.5,4.25,2.25,5.25,4.25,2,3,2,2.25,4,4.5,3.25,4.25
"Koopa Troopa  , Lakitu    , Bowser Jr  ","Landship, Streetle","Monster, Hot Monster","Super Glider, Waddle Wing, Hylian Kite",2.5,4,2,5.5,4,2.25,3.25,1.75,2.5,4,4.25,3.5,4
"Koopa Troopa  , Lakitu    , Bowser Jr  ","Landship, Streetle","Monster, Hot Monster","Wario Wing, Plane Glider, Gold Glider",2.75,4,2.25,5.25,4,2.25,3,2,2.5,4,4.5,3.25,4
"Koopa Troopa  , Lakitu    , Bowser Jr  ","Landship, Streetle","Off-Road, Retro Off-Road, Triforce Tires","Cloud Glider, Parachute, Flower Glider, Paper Glider",2,4.5,2,5.25,4,2.25,3.75,2,2.25,4.25,4.25,4,4.5
"Koopa Troopa  , Lakitu    , Bowser Jr  ","Landship, Streetle","Off-Road, Retro Off-Road, Triforce Tires","Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",2.25,4.5,2.25,5,4,2.25,3.5,2,2.25,4.25,4.5,3.75,4.5
"Koopa Troopa  , Lakitu    , Bowser Jr  ","Landship, Streetle","Off-Road, Retro Off-Road, Triforce Tires","Super Glider, Waddle Wing, Hylian Kite",2.25,4.25,2,5.25,3.75,2.5,3.75,1.75,2.5,4.25,4.25,4,4.25
"Koopa Troopa  , Lakitu    , Bowser Jr  ","Landship, Streetle","Off-Road, Retro Off-Road, Triforce Tires","Wario Wing, Plane Glider, Gold Glider",2.5,4.25,2.25,5,3.75,2.5,3.5,2,2.5,4.25,4.5,3.75,4.25
"Koopa Troopa  , Lakitu    , Bowser Jr  ","Landship, Streetle","Roller, Azure Roller","Cloud Glider, Parachute, Flower Glider, Paper Glider",1.25,5.25,1.25,4.75,5.25,1.5,3.5,1.5,2.75,5,5,4.5,5
"Koopa Troopa  , Lakitu    , Bowser Jr  ","Landship, Streetle","Roller, Azure Roller","Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",1.5,5.25,1.5,4.5,5.25,1.5,3.25,1.5,2.75,5,5.25,4.25,5
"Koopa Troopa  , Lakitu    , Bowser Jr  ","Landship, Streetle","Roller, Azure Roller","Super Glider, Waddle Wing, Hylian Kite",1.5,5,1.25,4.75,5,1.75,3.5,1.25,3,5,5,4.5,4.75
"Koopa Troopa  , Lakitu    , Bowser Jr  ","Landship, Streetle","Roller, Azure Roller","Wario Wing, Plane Glider, Gold Glider",1.75,5,1.5,4.5,5,1.75,3.25,1.5,3,5,5.25,4.25,4.75
"Koopa Troopa  , Lakitu    , Bowser Jr  ","Landship, Streetle","Slick, Cyber Slick","Cloud Glider, Parachute, Flower Glider, Paper Glider",2,4,2.25,3.75,3.75,2.5,2.75,2.5,2,4.5,4,4,4.25
"Koopa Troopa  , Lakitu    , Bowser Jr  ","Landship, Streetle","Slick, Cyber Slick","Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",2.25,4,2.5,3.5,3.75,2.5,2.5,2.5,2,4.5,4.25,3.75,4.25
"Koopa Troopa  , Lakitu    , Bowser Jr  ","Landship, Streetle","Slick, Cyber Slick","Super Glider, Waddle Wing, Hylian Kite",2.25,3.75,2.25,3.75,3.5,2.75,2.75,2.25,2.25,4.5,4,4,4
"Koopa Troopa  , Lakitu    , Bowser Jr  ","Landship, Streetle","Slick, Cyber Slick","Wario Wing, Plane Glider, Gold Glider",2.5,3.75,2.5,3.5,3.5,2.75,2.5,2.5,2.25,4.5,4.25,3.75,4
"Koopa Troopa  , Lakitu    , Bowser Jr  ","Landship, Streetle","Slim, Wood, Crimson Slim","Cloud Glider, Parachute, Flower Glider, Paper Glider",1.75,4.25,2.25,4,4.25,2.25,3.25,2.5,2.5,5,5,4.25,5
"Koopa Troopa  , Lakitu    , Bowser Jr  ","Landship, Streetle","Slim, Wood, Crimson Slim","Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",2,4.25,2.5,3.75,4.25,2.25,3,2.5,2.5,5,5.25,4,5
"Koopa Troopa  , Lakitu    , Bowser Jr  ","Landship, Streetle","Slim, Wood, Crimson Slim","Super Glider, Waddle Wing, Hylian Kite",2,4,2.25,4,4,2.5,3.25,2.25,2.75,5,5,4.25,4.75
"Koopa Troopa  , Lakitu    , Bowser Jr  ","Landship, Streetle","Slim, Wood, Crimson Slim","Wario Wing, Plane Glider, Gold Glider",2.25,4,2.5,3.75,4,2.5,3,2.5,2.75,5,5.25,4,4.75
"Koopa Troopa  , Lakitu    , Bowser Jr  ","Landship, Streetle","Sponge, Cushion","Cloud Glider, Parachute, Flower Glider, Paper Glider",1.5,4.75,1.75,5.25,4.75,1.75,3,1.75,3,4.5,4.25,4,4.75
"Koopa Troopa  , Lakitu    , Bowser Jr  ","Landship, Streetle","Sponge, Cushion","Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",1.75,4.75,2,5,4.75,1.75,2.75,1.75,3,4.5,4.5,3.75,4.75
"Koopa Troopa  , Lakitu    , Bowser Jr  ","Landship, Streetle","Sponge, Cushion","Super Glider, Waddle Wing, Hylian Kite",1.75,4.5,1.75,5.25,4.5,2,3,1.5,3.25,4.5,4.25,4,4.5
"Koopa Troopa  , Lakitu    , Bowser Jr  ","Landship, Streetle","Sponge, Cushion","Wario Wing, Plane Glider, Gold Glider",2,4.5,2,5,4.5,2,2.75,1.75,3.25,4.5,4.5,3.75,4.5
"Koopa Troopa  , Lakitu    , Bowser Jr  ","Landship, Streetle","Standard, Blue Standard, GLA Tires","Cloud Glider, Parachute, Flower Glider, Paper Glider",1.75,4.75,1.75,5,4.5,2,3.5,2,2.75,4.75,4.75,4.25,4.75
"Koopa Troopa  , Lakitu    , Bowser Jr  ","Landship, Streetle","Standard, Blue Standard, GLA Tires","Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",2,4.75,2,4.75,4.5,2,3.25,2,2.75,4.75,5,4,4.75
"Koopa Troopa  , Lakitu    , Bowser Jr  ","Landship, Streetle","Standard, Blue Standard, GLA Tires","Super Glider, Waddle Wing, Hylian Kite",2,4.5,1.75,5,4.25,2.25,3.5,1.75,3,4.75,4.75,4.25,4.5
"Koopa Troopa  , Lakitu    , Bowser Jr  ","Landship, Streetle","Standard, Blue Standard, GLA Tires","Wario Wing, Plane Glider, Gold Glider",2.25,4.5,2,4.75,4.25,2.25,3.25,2,3,4.75,5,4,4.5
"Koopa Troopa  , Lakitu    , Bowser Jr  ","Mach 8, Sports Coupe, Inkstriker","Button, Leaf Tires","Cloud Glider, Parachute, Flower Glider, Paper Glider",2,4.25,2,4,4.5,2.25,2.75,3.25,3,4.25,4,5,4.25
"Koopa Troopa  , Lakitu    , Bowser Jr  ","Mach 8, Sports Coupe, Inkstriker","Button, Leaf Tires","Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",2.25,4.25,2.25,3.75,4.5,2.25,2.5,3.25,3,4.25,4.25,4.75,4.25
"Koopa Troopa  , Lakitu    , Bowser Jr  ","Mach 8, Sports Coupe, Inkstriker","Button, Leaf Tires","Super Glider, Waddle Wing, Hylian Kite",2.25,4,2,4,4.25,2.5,2.75,3,3.25,4.25,4,5,4
"Koopa Troopa  , Lakitu    , Bowser Jr  ","Mach 8, Sports Coupe, Inkstriker","Button, Leaf Tires","Wario Wing, Plane Glider, Gold Glider",2.5,4,2.25,3.75,4.25,2.5,2.5,3.25,3.25,4.25,4.25,4.75,4
"Koopa Troopa  , Lakitu    , Bowser Jr  ","Mach 8, Sports Coupe, Inkstriker","Metal, Gold Tires","Cloud Glider, Parachute, Flower Glider, Paper Glider",3,3,2,3.75,3.25,3,3,3,3,4,3.75,4.25,3.75
"Koopa Troopa  , Lakitu    , Bowser Jr  ","Mach 8, Sports Coupe, Inkstriker","Metal, Gold Tires","Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",3.25,3,2.25,3.5,3.25,3,2.75,3,3,4,4,4,3.75
"Koopa Troopa  , Lakitu    , Bowser Jr  ","Mach 8, Sports Coupe, Inkstriker","Metal, Gold Tires","Super Glider, Waddle Wing, Hylian Kite",3.25,2.75,2,3.75,3,3.25,3,2.75,3.25,4,3.75,4.25,3.5
"Koopa Troopa  , Lakitu    , Bowser Jr  ","Mach 8, Sports Coupe, Inkstriker","Metal, Gold Tires","Wario Wing, Plane Glider, Gold Glider",3.5,2.75,2.25,3.5,3,3.25,2.75,3,3.25,4,4,4,3.5
"Koopa Troopa  , Lakitu    , Bowser Jr  ","Mach 8, Sports Coupe, Inkstriker","Monster, Hot Monster","Cloud Glider, Parachute, Flower Glider, Paper Glider",3,3.5,2.5,5,3.75,2.5,2.75,3.25,2.75,3.5,3.5,4,4
"Koopa Troopa  , Lakitu    , Bowser Jr  ","Mach 8, Sports Coupe, Inkstriker","Monster, Hot Monster","Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",3.25,3.5,2.75,4.75,3.75,2.5,2.5,3.25,2.75,3.5,3.75,3.75,4
"Koopa Troopa  , Lakitu    , Bowser Jr  ","Mach 8, Sports Coupe, Inkstriker","Monster, Hot Monster","Super Glider, Waddle Wing, Hylian Kite",3.25,3.25,2.5,5,3.5,2.75,2.75,3,3,3.5,3.5,4,3.75
"Koopa Troopa  , Lakitu    , Bowser Jr  ","Mach 8, Sports Coupe, Inkstriker","Monster, Hot Monster","Wario Wing, Plane Glider, Gold Glider",3.5,3.25,2.75,4.75,3.5,2.75,2.5,3.25,3,3.5,3.75,3.75,3.75
"Koopa Troopa  , Lakitu    , Bowser Jr  ","Mach 8, Sports Coupe, Inkstriker","Off-Road, Retro Off-Road, Triforce Tires","Cloud Glider, Parachute, Flower Glider, Paper Glider",2.75,3.75,2.5,4.75,3.5,2.75,3.25,3.25,2.75,3.75,3.5,4.5,4.25
"Koopa Troopa  , Lakitu    , Bowser Jr  ","Mach 8, Sports Coupe, Inkstriker","Off-Road, Retro Off-Road, Triforce Tires","Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",3,3.75,2.75,4.5,3.5,2.75,3,3.25,2.75,3.75,3.75,4.25,4.25
"Koopa Troopa  , Lakitu    , Bowser Jr  ","Mach 8, Sports Coupe, Inkstriker","Off-Road, Retro Off-Road, Triforce Tires","Super Glider, Waddle Wing, Hylian Kite",3,3.5,2.5,4.75,3.25,3,3.25,3,3,3.75,3.5,4.5,4
"Koopa Troopa  , Lakitu    , Bowser Jr  ","Mach 8, Sports Coupe, Inkstriker","Off-Road, Retro Off-Road, Triforce Tires","Wario Wing, Plane Glider, Gold Glider",3.25,3.5,2.75,4.5,3.25,3,3,3.25,3,3.75,3.75,4.25,4
"Koopa Troopa  , Lakitu    , Bowser Jr  ","Mach 8, Sports Coupe, Inkstriker","Roller, Azure Roller","Cloud Glider, Parachute, Flower Glider, Paper Glider",2,4.5,1.75,4.25,4.75,2,3,2.75,3.25,4.5,4.25,5,4.75
"Koopa Troopa  , Lakitu    , Bowser Jr  ","Mach 8, Sports Coupe, Inkstriker","Roller, Azure Roller","Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",2.25,4.5,2,4,4.75,2,2.75,2.75,3.25,4.5,4.5,4.75,4.75
"Koopa Troopa  , Lakitu    , Bowser Jr  ","Mach 8, Sports Coupe, Inkstriker","Roller, Azure Roller","Super Glider, Waddle Wing, Hylian Kite",2.25,4.25,1.75,4.25,4.5,2.25,3,2.5,3.5,4.5,4.25,5,4.5
"Koopa Troopa  , Lakitu    , Bowser Jr  ","Mach 8, Sports Coupe, Inkstriker","Roller, Azure Roller","Wario Wing, Plane Glider, Gold Glider",2.5,4.25,2,4,4.5,2.25,2.75,2.75,3.5,4.5,4.5,4.75,4.5
"Koopa Troopa  , Lakitu    , Bowser Jr  ","Mach 8, Sports Coupe, Inkstriker","Slick, Cyber Slick","Cloud Glider, Parachute, Flower Glider, Paper Glider",2.75,3.25,2.75,3.25,3.25,3,2.25,3.75,2.5,4,3.25,4.5,4
"Koopa Troopa  , Lakitu    , Bowser Jr  ","Mach 8, Sports Coupe, Inkstriker","Slick, Cyber Slick","Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",3,3.25,3,3,3.25,3,2,3.75,2.5,4,3.5,4.25,4
"Koopa Troopa  , Lakitu    , Bowser Jr  ","Mach 8, Sports Coupe, Inkstriker","Slick, Cyber Slick","Super Glider, Waddle Wing, Hylian Kite",3,3,2.75,3.25,3,3.25,2.25,3.5,2.75,4,3.25,4.5,3.75
"Koopa Troopa  , Lakitu    , Bowser Jr  ","Mach 8, Sports Coupe, Inkstriker","Slick, Cyber Slick","Wario Wing, Plane Glider, Gold Glider",3.25,3,3,3,3,3.25,2,3.75,2.75,4,3.5,4.25,3.75
"Koopa Troopa  , Lakitu    , Bowser Jr  ","Mach 8, Sports Coupe, Inkstriker","Slim, Wood, Crimson Slim","Cloud Glider, Parachute, Flower Glider, Paper Glider",2.5,3.5,2.75,3.5,3.75,2.75,2.75,3.75,3,4.5,4.25,4.75,4.75
"Koopa Troopa  , Lakitu    , Bowser Jr  ","Mach 8, Sports Coupe, Inkstriker","Slim, Wood, Crimson Slim","Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",2.75,3.5,3,3.25,3.75,2.75,2.5,3.75,3,4.5,4.5,4.5,4.75
"Koopa Troopa  , Lakitu    , Bowser Jr  ","Mach 8, Sports Coupe, Inkstriker","Slim, Wood, Crimson Slim","Super Glider, Waddle Wing, Hylian Kite",2.75,3.25,2.75,3.5,3.5,3,2.75,3.5,3.25,4.5,4.25,4.75,4.5
"Koopa Troopa  , Lakitu    , Bowser Jr  ","Mach 8, Sports Coupe, Inkstriker","Slim, Wood, Crimson Slim","Wario Wing, Plane Glider, Gold Glider",3,3.25,3,3.25,3.5,3,2.5,3.75,3.25,4.5,4.5,4.5,4.5
"Koopa Troopa  , Lakitu    , Bowser Jr  ","Mach 8, Sports Coupe, Inkstriker","Sponge, Cushion","Cloud Glider, Parachute, Flower Glider, Paper Glider",2.25,4,2.25,4.75,4.25,2.25,2.5,3,3.5,4,3.5,4.5,4.5
"Koopa Troopa  , Lakitu    , Bowser Jr  ","Mach 8, Sports Coupe, Inkstriker","Sponge, Cushion","Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",2.5,4,2.5,4.5,4.25,2.25,2.25,3,3.5,4,3.75,4.25,4.5
"Koopa Troopa  , Lakitu    , Bowser Jr  ","Mach 8, Sports Coupe, Inkstriker","Sponge, Cushion","Super Glider, Waddle Wing, Hylian Kite",2.5,3.75,2.25,4.75,4,2.5,2.5,2.75,3.75,4,3.5,4.5,4.25
"Koopa Troopa  , Lakitu    , Bowser Jr  ","Mach 8, Sports Coupe, Inkstriker","Sponge, Cushion","Wario Wing, Plane Glider, Gold Glider",2.75,3.75,2.5,4.5,4,2.5,2.25,3,3.75,4,3.75,4.25,4.25
"Koopa Troopa  , Lakitu    , Bowser Jr  ","Mach 8, Sports Coupe, Inkstriker","Standard, Blue Standard, GLA Tires","Cloud Glider, Parachute, Flower Glider, Paper Glider",2.5,4,2.25,4.5,4,2.5,3,3.25,3.25,4.25,4,4.75,4.5
"Koopa Troopa  , Lakitu    , Bowser Jr  ","Mach 8, Sports Coupe, Inkstriker","Standard, Blue Standard, GLA Tires","Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",2.75,4,2.5,4.25,4,2.5,2.75,3.25,3.25,4.25,4.25,4.5,4.5
"Koopa Troopa  , Lakitu    , Bowser Jr  ","Mach 8, Sports Coupe, Inkstriker","Standard, Blue Standard, GLA Tires","Super Glider, Waddle Wing, Hylian Kite",2.75,3.75,2.25,4.5,3.75,2.75,3,3,3.5,4.25,4,4.75,4.25
"Koopa Troopa  , Lakitu    , Bowser Jr  ","Mach 8, Sports Coupe, Inkstriker","Standard, Blue Standard, GLA Tires","Wario Wing, Plane Glider, Gold Glider",3,3.75,2.5,4.25,3.75,2.75,2.75,3.25,3.5,4.25,4.25,4.5,4.25
"Koopa Troopa  , Lakitu    , Bowser Jr  ","Pipe Frame, Varmint, City Tripper","Button, Leaf Tires","Cloud Glider, Parachute, Flower Glider, Paper Glider",1.5,5,2.25,4,5,1.75,2.75,2.25,2.25,5,4.5,5,4.25
"Koopa Troopa  , Lakitu    , Bowser Jr  ","Pipe Frame, Varmint, City Tripper","Button, Leaf Tires","Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",1.75,5,2.5,3.75,5,1.75,2.5,2.25,2.25,5,4.75,4.75,4.25
"Koopa Troopa  , Lakitu    , Bowser Jr  ","Pipe Frame, Varmint, City Tripper","Button, Leaf Tires","Super Glider, Waddle Wing, Hylian Kite",1.75,4.75,2.25,4,4.75,2,2.75,2,2.5,5,4.5,5,4
"Koopa Troopa  , Lakitu    , Bowser Jr  ","Pipe Frame, Varmint, City Tripper","Button, Leaf Tires","Wario Wing, Plane Glider, Gold Glider",2,4.75,2.5,3.75,4.75,2,2.5,2.25,2.5,5,4.75,4.75,4
"Koopa Troopa  , Lakitu    , Bowser Jr  ","Pipe Frame, Varmint, City Tripper","Metal, Gold Tires","Cloud Glider, Parachute, Flower Glider, Paper Glider",2.5,3.75,2.25,3.75,3.75,2.5,3,2,2.25,4.75,4.25,4.25,3.75
"Koopa Troopa  , Lakitu    , Bowser Jr  ","Pipe Frame, Varmint, City Tripper","Metal, Gold Tires","Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",2.75,3.75,2.5,3.5,3.75,2.5,2.75,2,2.25,4.75,4.5,4,3.75
